provincia,carretera,pk_inicio,pk_fin,imd_total,imd_pesado,porcentaje_pesados,tramo
Jaén,N-322,228.5,232.2,2247.0,338.0,15.04,N-322 (PK 228.5 a 232.2)
Huesca,N-330,609.3,611.9,7587.0,658.0,8.67,N-330 (PK 609.3 a 611.9)
Málaga,N-331,102.59,107.6,370.0,61.0,16.49,N-331 (PK 102.59 a 107.6)
Tarragona,N-420,865.5,866.1,10291.0,1108.0,10.77,N-420 (PK 865.5 a 866.1)
Cáceres,N-5,209.3,216.4,69.0,4.0,5.8,N-5 (PK 209.3 a 216.4)
A Coruña,N-550,43.1,48.0,10763.0,1073.0,9.97,N-550 (PK 43.1 a 48.0)
Valladolid,N-601,232.1,232.8,5823.0,677.0,11.63,N-601 (PK 232.1 a 232.8)
Asturias,N-634,361.3,365.1,8503.0,476.0,5.6,N-634 (PK 361.3 a 365.1)
Málaga,A-7,983.9,985.75,83319.0,4834.0,5.8,A-7 (PK 983.9 a 985.75)
Albacete,A-30,23.2,28.2,15294.0,3287.0,21.49,A-30 (PK 23.2 a 28.2)
Murcia,A-30,171.6,176.0,37076.0,5950.0,16.05,A-30 (PK 171.6 a 176.0)
Madrid,A-4,47.1,52.0,44839.0,10329.0,23.04,A-4 (PK 47.1 a 52.0)
Jaén,A-4,279.6,282.7,29563.0,8898.0,30.1,A-4 (PK 279.6 a 282.7)
Toledo,A-40,196.0,201.6,8006.0,1576.0,19.69,A-40 (PK 196.0 a 201.6)
Zaragoza,N-2,227.8,234.01,1449.0,49.0,3.38,N-2 (PK 227.8 a 234.01)
Girona,N-2,721.3,724.8,12071.0,566.0,4.69,N-2 (PK 721.3 a 724.8)
Teruel,N-234,150.6,156.4,647.0,170.0,26.28,N-234 (PK 150.6 a 156.4)
Huesca,N-330A,629.85,631.0,1129.0,78.0,6.91,N-330A (PK 629.85 a 631.0)
Valencia,N-332,225.0,226.0,19102.0,1741.0,9.11,N-332 (PK 225.0 a 226.0)
Jaén,N-432,366.5,371.0,4654.0,493.0,10.59,N-432 (PK 366.5 a 371.0)
Ciudad Real,N-4A,243.1,245.0,88.0,6.0,6.82,N-4A (PK 243.1 a 245.0)
Palencia,N-620,80.9,85053,2171.0,436.0,20.08,N-620 (PK 80.9 a 85.053)
Palencia,N-620,85053,87347,7689.0,763.0,9.92,N-620 (PK 85.053 a 87.347)
Lleida,A-22-R1,0.0,0.73,2540.0,68.0,2.68,A-22-R1 (PK 0.0 a 0.73)
Jaén,A-4,282.7,288.1,26779.0,7440.0,27.78,A-4 (PK 282.7 a 288.1)
Cuenca,A-40,280.8,286.0,4914.0,381.0,7.75,A-40 (PK 280.8 a 286.0)
Ourense,A-52,142.8,150.1,11602.0,2516.0,21.69,A-52 (PK 142.8 a 150.1)
La Rioja,N-232,361.1,367.1,7246.0,784.0,10.82,N-232 (PK 361.1 a 367.1)
Lleida,N-240,68.7,69.3,7879.0,662.0,8.4,N-240 (PK 68.7 a 69.3)
Huesca,N-240,193.0,196.5,1129.0,71.0,6.29,N-240 (PK 193.0 a 196.5)
Huesca,N-330,558.8,563.3,514.0,66.0,12.84,N-330 (PK 558.8 a 563.3)
Huesca,N-330,643.8,646.4,1271.0,318.0,25.02,N-330 (PK 643.8 a 646.4)
Alicante/Alacant,N-334,0.0,0.94,60124.0,1488.0,2.47,N-334 (PK 0.0 a 0.94)
Madrid,N-400,27.26,34388,8098.0,912.0,11.26,N-400 (PK 27.26 a 34.388)
Toledo,N-401,80.0,83.3,10246.0,1020.0,9.96,N-401 (PK 80.0 a 83.3)
Córdoba,N-432,342.2,346.0,5505.0,930.0,16.89,N-432 (PK 342.2 a 346.0)
Ourense,N-541,21.6,24.8,2248.0,195.0,8.67,N-541 (PK 21.6 a 24.8)
Lugo,N-6,474.4,479.0,2126.0,191.0,8.98,N-6 (PK 474.4 a 479.0)
Salamanca,N-630,373.1,374.1,591.0,42.0,7.11,N-630 (PK 373.1 a 374.1)
Cáceres,N-630,509.7,515.4,382.0,29.0,7.59,N-630 (PK 509.7 a 515.4)
Cantabria,N-634,138.0,138.7,1131.0,30.0,2.65,N-634 (PK 138.0 a 138.7)
Castellón,A-7,286.3,288.4,29785.0,4554.0,15.29,A-7 (PK 286.3 a 288.4)
Alicante/Alacant,A-7,538.2,541.0,49639.0,6416.0,12.93,A-7 (PK 538.2 a 541.0)
Guadalajara,A-2,134.3,139.4,19667.0,7218.0,36.7,A-2 (PK 134.3 a 139.4)
Málaga,A-45,101.6,107.0,32500.0,3866.0,11.9,A-45 (PK 101.6 a 107.0)
Lugo,A-8,535.0,542.0,8244.0,1142.0,13.85,A-8 (PK 535.0 a 542.0)
La Rioja,N-120,28.25,28.6,1844.0,142.0,7.7,N-120 (PK 28.25 a 28.6)
Huesca,N-240,134.1,139.6,561.0,105.0,18.72,N-240 (PK 134.1 a 139.6)
Huesca,N-260,426.2,432.3,1882.0,92.0,4.89,N-260 (PK 426.2 a 432.3)
Huesca,N-260A,504.8,510.7,7076.0,237.0,3.35,N-260A (PK 504.8 a 510.7)
Alicante/Alacant,N-340,695.7,697.4,7406.0,1063.0,14.35,N-340 (PK 695.7 a 697.4)
Toledo,N-400,54.0,55.3,4300.0,197.0,4.58,N-400 (PK 54.0 a 55.3)
Cuenca,N-400,150.1,155.3,76.0,3.0,3.95,N-400 (PK 150.1 a 155.3)
Tarragona,N-420,836.0,836.4,6451.0,577.0,8.94,N-420 (PK 836.0 a 836.4)
Pontevedra,N-550,147.4,151.8,9737.0,1129.0,11.59,N-550 (PK 147.4 a 151.8)
Salamanca,N-630,346.0,346.8,2097.0,88.0,4.2,N-630 (PK 346.0 a 346.8)
Sevilla,N-630,794.8,798764,906.0,118.0,13.02,N-630 (PK 794.8 a 798.764)
Sevilla,N-630,798764,798.8,1751.0,271.0,15.48,N-630 (PK 798.764 a 798.8)
Pontevedra,N-640,217.1,222.5,7288.0,802.0,11.0,N-640 (PK 217.1 a 222.5)
Murcia,A-30,135.8,137.5,134736.0,14478.0,10.75,A-30 (PK 135.8 a 137.5)
Murcia,A-30,146.0,149.6,72398.0,3304.0,4.56,A-30 (PK 146.0 a 149.6)
Valencia,A-38,35.4,38.4,27950.0,2227.0,7.97,A-38 (PK 35.4 a 38.4)
Madrid,A-6,21.7,29.0,153382.0,10750.0,7.01,A-6 (PK 21.7 a 29.0)
Valladolid,A-6,209.1,210.7,18882.0,3669.0,19.43,A-6 (PK 209.1 a 210.7)
Teruel,N-232A,93.7,94.32,732.0,88.0,12.02,N-232A (PK 93.7 a 94.32)
Alicante/Alacant,N-325,6.0,8.2,11509.0,712.0,6.19,N-325 (PK 6.0 a 8.2)
Alicante/Alacant,N-340,706.1,708.07,9978.0,463.0,4.64,N-340 (PK 706.1 a 708.07)
Badajoz,N-430,113.6,118158,6956.0,1128.0,16.22,N-430 (PK 113.6 a 118.158)
Badajoz,N-430,118158,131.5,4801.0,985.0,20.52,N-430 (PK 118.158 a 131.5)
Zamora,N-525,85.2,86.5,1767.0,172.0,9.73,N-525 (PK 85.2 a 86.5)
Cantabria,N-634,242.1,242.7,4124.0,132.0,3.2,N-634 (PK 242.1 a 242.7)
Asturias,N-634,382.2,384.0,4230.0,411.0,9.72,N-634 (PK 382.2 a 384.0)
Alicante/Alacant,A-7,431.3,435.6,13997.0,1732.0,12.37,A-7 (PK 431.3 a 435.6)
Toledo,A-40,132.8,137.99,1112.0,40.0,3.6,A-40 (PK 132.8 a 137.99)
Ciudad Real,A-41,171.9,177.3,10756.0,894.0,8.31,A-41 (PK 171.9 a 177.3)
Cádiz,A-48,0.0,2991,69559.0,2947.0,4.24,A-48 (PK 0.0 a 2.991)
Cádiz,A-48,2991,7.5,40838.0,2086.0,5.11,A-48 (PK 2.991 a 7.5)
Asturias,A-8,460.1,464.6,14743.0,1657.0,11.24,A-8 (PK 460.1 a 464.6)
Málaga,MA-20,3.0,5.1,88634.0,2701.0,3.05,MA-20 (PK 3.0 a 5.1)
Guadalajara,N-211,68.0,76.2,2168.0,474.0,21.86,N-211 (PK 68.0 a 76.2)
Teruel,N-232,127.6,131.2,7279.0,886.0,12.17,N-232 (PK 127.6 a 131.2)
Córdoba,N-432,253.5,257.8,13028.0,1610.0,12.36,N-432 (PK 253.5 a 257.8)
Lugo,N-547,21.1,22.8,1043.0,120.0,11.51,N-547 (PK 21.1 a 22.8)
Burgos,N-622,52.0,57.2,1332.0,246.0,18.47,N-622 (PK 52.0 a 57.2)
León,N-625,105.3,109.4,760.0,26.0,3.42,N-625 (PK 105.3 a 109.4)
Asturias,N-632,56.7,59.0,331.0,33.0,9.97,N-632 (PK 56.7 a 59.0)
Burgos,A-1,220.9,229.3,26160.0,4955.0,18.94,A-1 (PK 220.9 a 229.3)
Castellón,A-23,18.2,21.4,27408.0,4042.0,14.75,A-23 (PK 18.2 a 21.4)
Valencia,A-3,269.3,274.1,24919.0,6853.0,27.5,A-3 (PK 269.3 a 274.1)
Madrid,A-42,23.2,26.5,73397.0,7047.0,9.6,A-42 (PK 23.2 a 26.5)
Ciudad Real,A-43,15.7,25.7,14263.0,1678.0,11.76,A-43 (PK 15.7 a 25.7)
Cáceres,A-66,563.9,575.1,12711.0,2179.0,17.14,A-66 (PK 563.9 a 575.1)
Sevilla,A-66,764.2,767.8,17762.0,3970.0,22.35,A-66 (PK 764.2 a 767.8)
Palencia,A-67,102.9,116.2,12457.0,1866.0,14.98,A-67 (PK 102.9 a 116.2)
Asturias,A-8,424.7,430.4,18071.0,1579.0,8.74,A-8 (PK 424.7 a 430.4)
Asturias,A-8,464.6,473.8,14153.0,1770.0,12.51,A-8 (PK 464.6 a 473.8)
Barcelona,B-22,1.6,2.3,26902.0,1241.0,4.61,B-22 (PK 1.6 a 2.3)
Girona,N-260,4.3,7.45,1611.0,68.0,4.22,N-260 (PK 4.3 a 7.45)
Huesca,N-260,402.4,405.3,1996.0,114.0,5.71,N-260 (PK 402.4 a 405.3)
Sevilla,N-4,600.2,607.9,2098.0,500.0,23.83,N-4 (PK 600.2 a 607.9)
Toledo,N-403,6.0,8.1,681.0,73.0,10.72,N-403 (PK 6.0 a 8.1)
Tarragona,N-420,801.0,801.5,3988.0,429.0,10.76,N-420 (PK 801.0 a 801.5)
Badajoz,N-430,182.1,193.1,2448.0,773.0,31.58,N-430 (PK 182.1 a 193.1)
Huelva,N-435A,106.86,110.8,894.0,200.0,22.37,N-435A (PK 106.86 a 110.8)
A Coruña,N-550,52.0,57.84,16022.0,1478.0,9.22,N-550 (PK 52.0 a 57.84)
Cantabria,N-623,146.3,146.8,12452.0,541.0,4.34,N-623 (PK 146.3 a 146.8)
Asturias,N-634,524895,527.3,3121.0,152.0,4.87,N-634 (PK 524.895 a 527.3)
Zaragoza,A-23,231.7,240.4,10191.0,2480.0,24.34,A-23 (PK 231.7 a 240.4)
Cuenca,A-40,270.0,276.3,4448.0,403.0,9.06,A-40 (PK 270.0 a 276.3)
Jaén,A-44,50.5,58.7,25508.0,3691.0,14.47,A-44 (PK 50.5 a 58.7)
Ourense,A-52,173.2,180.5,11194.0,2208.0,19.72,A-52 (PK 173.2 a 180.5)
Valladolid,A-62,117.1,117.9,27658.0,5474.0,19.79,A-62 (PK 117.1 a 117.9)
Almería,A-92,382.6,387.4,15093.0,1869.0,12.38,A-92 (PK 382.6 a 387.4)
Huesca,N-240,165.4,172.5,1055.0,124.0,11.75,N-240 (PK 165.4 a 172.5)
Albacete,N-310,111.0,121.0,139.0,14.0,10.07,N-310 (PK 111.0 a 121.0)
Cuenca,N-310,167.2,174.0,1381.0,330.0,23.9,N-310 (PK 167.2 a 174.0)
Guadalajara,N-320A,265.03,270.3,460.0,30.0,6.52,N-320A (PK 265.03 a 270.3)
Valencia,N-322,442.2,446.0,1973.0,333.0,16.88,N-322 (PK 442.2 a 446.0)
Cantabria,N-634,267.6,268.1,1707.0,178.0,10.43,N-634 (PK 267.6 a 268.1)
Albacete,A-31,147.3,155.3,18076.0,2886.0,15.97,A-31 (PK 147.3 a 155.3)
Granada,A-44,107.8,111.4,28840.0,3647.0,12.65,A-44 (PK 107.8 a 111.4)
Ourense,A-52,223.9,228.3,19054.0,3353.0,17.6,A-52 (PK 223.9 a 228.3)
Huesca,N-123,20.7,24.2,1228.0,121.0,9.85,N-123 (PK 20.7 a 24.2)
Zaragoza,N-232,216.8,223.82,8864.0,961.0,10.84,N-232 (PK 216.8 a 223.82)
Cuenca,N-400,125.67,129.0,24.0,0.0,0.0,N-400 (PK 125.67 a 129.0)
Huelva,N-435,211.0,219.0,8485.0,775.0,9.13,N-435 (PK 211.0 a 219.0)
Cáceres,N-521,52272,60.9,8380.0,437.0,5.21,N-521 (PK 52.272 a 60.9)
León,N-621,88.4,93.7,1336.0,89.0,6.66,N-621 (PK 88.4 a 93.7)
Asturias,N-630,73.0,74.2,3739.0,277.0,7.41,N-630 (PK 73.0 a 74.2)
Lugo,N-634,576.9,581.2,3150.0,191.0,6.06,N-634 (PK 576.9 a 581.2)
Cuenca,A-3,70.7,78.9,32352.0,4733.0,14.63,A-3 (PK 70.7 a 78.9)
Alicante/Alacant,A-33,77.5,84.28,16529.0,5850.0,35.39,A-33 (PK 77.5 a 84.28)
Cádiz,A-48,29.7,35.8,13884.0,853.0,6.14,A-48 (PK 29.7 a 35.8)
Toledo,A-5,118.1,122.8,24829.0,3993.0,16.08,A-5 (PK 118.1 a 122.8)
Asturias,A-63,13.1,18.9,11401.0,636.0,5.58,A-63 (PK 13.1 a 18.9)
Jaén,N-322,119.9,124.6,1114.0,100.0,8.98,N-322 (PK 119.9 a 124.6)
Jaén,N-322,214.5,222.4,4540.0,584.0,12.86,N-322 (PK 214.5 a 222.4)
Burgos,N-629,7.1,12.3,2696.0,255.0,9.46,N-629 (PK 7.1 a 12.3)
Lugo,N-640,60.6,65.6,3808.0,368.0,9.66,N-640 (PK 60.6 a 65.6)
Granada,A-7,869.0,873.6,14824.0,2504.0,16.89,A-7 (PK 869.0 a 873.6)
Granada,A-7,889.1,896.5,19571.0,2466.0,12.6,A-7 (PK 889.1 a 896.5)
Málaga,A-7,1012.1,1013.6,79320.0,3835.0,4.83,A-7 (PK 1012.1 a 1013.6)
Zaragoza,A-2,236.6,242378,20931.0,6369.0,30.43,A-2 (PK 236.6 a 242.378)
Zaragoza,A-2,242378,243.6,21599.0,5850.0,27.08,A-2 (PK 242.378 a 243.6)
Valencia,A-3,261.1,265.8,24919.0,6853.0,27.5,A-3 (PK 261.1 a 265.8)
Badajoz,A-66,613207,618.0,16277.0,2667.0,16.39,A-66 (PK 613.207 a 618.0)
Badajoz,A-66,606.1,613207,12762.0,2714.0,21.27,A-66 (PK 606.1 a 613.207)
Castellón,CS-22,6.3,8.3,18139.0,2681.0,14.78,CS-22 (PK 6.3 a 8.3)
Girona,N-155,0.0,565,2353.0,79.0,3.36,N-155 (PK 0.0 a 0.565)
Guadalajara,N-2,70.7,73.47,678.0,166.0,24.48,N-2 (PK 70.7 a 73.47)
Teruel,N-234,143.4,150.6,1248.0,245.0,19.63,N-234 (PK 143.4 a 150.6)
Lleida,N-260,193.84,194.4,6151.0,436.0,7.09,N-260 (PK 193.84 a 194.4)
Albacete,N-322,383.0,392.3,3202.0,558.0,17.43,N-322 (PK 383.0 a 392.3)
Alicante/Alacant,N-340,697.4,699.5,7406.0,1063.0,14.35,N-340 (PK 697.4 a 699.5)
Ciudad Real,N-4,144.35,149.1,1647.0,141.0,8.56,N-4 (PK 144.35 a 149.1)
Albacete,N-430,419.4,427.1,746.0,69.0,9.25,N-430 (PK 419.4 a 427.1)
Huelva,N-433,106.1,109.3,3465.0,499.0,14.4,N-433 (PK 106.1 a 109.3)
Huelva,N-435,119.3,122.5,1360.0,236.0,17.35,N-435 (PK 119.3 a 122.5)
León,N-6,381.1,386.6,13115.0,550.0,4.19,N-6 (PK 381.1 a 386.6)
Burgos,N-629,0.0,5.8,1852.0,135.0,7.29,N-629 (PK 0.0 a 5.8)
Salamanca,N-630A,413.4,414.0,928.0,15.0,1.62,N-630A (PK 413.4 a 414.0)
Valencia,V-30,0.0,2.7,52820.0,8857.0,16.77,V-30 (PK 0.0 a 2.7)
Valencia,V-31,2.1,6.4,118636.0,8010.0,6.75,V-31 (PK 2.1 a 6.4)
Cádiz,A-7,1098.1,1102.7,45888.0,3478.0,7.58,A-7 (PK 1098.1 a 1102.7)
Guadalajara,A-2,73.2,82.7,27787.0,7635.0,27.48,A-2 (PK 73.2 a 82.7)
Ciudad Real,A-41,189.1,194.4,10310.0,1029.0,9.98,A-41 (PK 189.1 a 194.4)
Córdoba,A-45,48.2,55.5,16598.0,1726.0,10.4,A-45 (PK 48.2 a 55.5)
Málaga,A-45,114.2,116.8,35089.0,4577.0,13.04,A-45 (PK 114.2 a 116.8)
Pontevedra,A-55,2.74,6.9,36372.0,1139.0,3.13,A-55 (PK 2.74 a 6.9)
León,A-6,333.0,339.0,14284.0,3296.0,23.07,A-6 (PK 333.0 a 339.0)
Madrid,M-11,6.7,10.1,50467.0,1518.0,3.01,M-11 (PK 6.7 a 10.1)
Zamora,N-122,517.3,517.8,4031.0,1191.0,29.55,N-122 (PK 517.3 a 517.8)
La Rioja,N-124,43237,45.4,5139.0,697.0,13.56,N-124 (PK 43.237 a 45.4)
La Rioja,N-124,39.0,43237,5255.0,686.0,13.05,N-124 (PK 39.0 a 43.237)
Cuenca,N-301,171.6,178.2,4300.0,1365.0,31.74,N-301 (PK 171.6 a 178.2)
Córdoba,N-331,62.7,67.85,3667.0,604.0,16.47,N-331 (PK 62.7 a 67.85)
Alicante/Alacant,N-340,727.2,729.5,11762.0,534.0,4.54,N-340 (PK 727.2 a 729.5)
Huelva,N-433,74.6,79.0,4879.0,450.0,9.22,N-433 (PK 74.6 a 79.0)
Cáceres,N-5,226.2,231828,69.0,4.0,5.8,N-5 (PK 226.2 a 231.828)
Zamora,N-525,31.7,32.3,2687.0,177.0,6.59,N-525 (PK 31.7 a 32.3)
Zamora,N-630A,306.1,306.7,259.0,3.0,1.16,N-630A (PK 306.1 a 306.7)
Asturias,N-634,512.4,515.4,3395.0,286.0,8.42,N-634 (PK 512.4 a 515.4)
Teruel,A-23,77.4,89.3,13526.0,3625.0,26.8,A-23 (PK 77.4 a 89.3)
Cáceres,A-5,218.1,231.9,14670.0,2493.0,16.99,A-5 (PK 218.1 a 231.9)
Badajoz,A-5,352.1,365.3,16236.0,2905.0,17.89,A-5 (PK 352.1 a 365.3)
Lleida,N-2,502.25,504.0,6864.0,186.0,2.71,N-2 (PK 502.25 a 504.0)
Huesca,N-240,132.5,134.1,824.0,156.0,18.93,N-240 (PK 132.5 a 134.1)
Albacete,N-301,277.6,281.4,214.0,15.0,7.01,N-301 (PK 277.6 a 281.4)
Guadalajara,N-320,303.4,306.6,8205.0,563.0,6.86,N-320 (PK 303.4 a 306.6)
Jaén,N-322,138559,142.5,2543.0,382.0,15.02,N-322 (PK 138.559 a 142.5)
Zaragoza,N-330,445.2,449.4,2208.0,832.0,37.68,N-330 (PK 445.2 a 449.4)
Ávila,N-403,150.2,157.3,4445.0,333.0,7.49,N-403 (PK 150.2 a 157.3)
Huelva,N-435A,211.7,214.5,6062.0,253.0,4.17,N-435A (PK 211.7 a 214.5)
Ciudad Real,N-502,322.5,327.1,525.0,54.0,10.29,N-502 (PK 322.5 a 327.1)
Lugo,N-540,53.1,59.3,3606.0,523.0,14.5,N-540 (PK 53.1 a 59.3)
Salamanca,N-630,321.0,321.8,2547.0,100.0,3.93,N-630 (PK 321.0 a 321.8)
Asturias,N-632,95.61,99.0,20478.0,590.0,2.88,N-632 (PK 95.61 a 99.0)
Asturias,N-632,144.83,149082,369.0,18.0,4.88,N-632 (PK 144.83 a 149.082)
Asturias,N-634,355.9,360.3,8503.0,476.0,5.6,N-634 (PK 355.9 a 360.3)
Madrid,A-1,87.5,90.5,25232.0,4171.0,16.53,A-1 (PK 87.5 a 90.5)
Huelva,A-49,98.8,105.7,22162.0,2070.0,9.34,A-49 (PK 98.8 a 105.7)
Lugo,A-8,587.9,594.8,12459.0,1574.0,12.63,A-8 (PK 587.9 a 594.8)
Ourense,N-120,459.5,464.5,7804.0,687.0,8.8,N-120 (PK 459.5 a 464.5)
Girona,N-2,725.2,727.1,9581.0,625.0,6.52,N-2 (PK 725.2 a 727.1)
Girona,N-260,187.7,191.1,3816.0,206.0,5.4,N-260 (PK 187.7 a 191.1)
Madrid,N-3,32.8,34.9,4179.0,485.0,11.61,N-3 (PK 32.8 a 34.9)
Albacete,N-301,289.9,297.0,214.0,15.0,7.01,N-301 (PK 289.9 a 297.0)
Zaragoza,N-330,483.9,488.0,5217.0,358.0,6.86,N-330 (PK 483.9 a 488.0)
Cádiz,N-340,28.1,34.23,661.0,35.0,5.3,N-340 (PK 28.1 a 34.23)
Sevilla,N-4,549.6,552.9,20610.0,453.0,2.2,N-4 (PK 549.6 a 552.9)
Ávila,N-502,12.4,20.7,2198.0,140.0,6.37,N-502 (PK 12.4 a 20.7)
León,N-625,40.8,46.7,1709.0,180.0,10.53,N-625 (PK 40.8 a 46.7)
A Coruña,N-651,17.9,20.1,12730.0,396.0,3.11,N-651 (PK 17.9 a 20.1)
Guadalajara,A-2,126.0,131.6,21726.0,7126.0,32.8,A-2 (PK 126.0 a 131.6)
Zaragoza,A-2,243.6,254.0,21599.0,5850.0,27.08,A-2 (PK 243.6 a 254.0)
Girona,A-2,702.6,704.4,40042.0,2820.0,7.04,A-2 (PK 702.6 a 704.4)
Ávila,A-50,4.2,14.4,9777.0,855.0,8.75,A-50 (PK 4.2 a 14.4)
Cáceres,A-66,426.8,436.0,12702.0,3039.0,23.93,A-66 (PK 426.8 a 436.0)
Sevilla,A-66,809.1,810.3,49030.0,4877.0,9.95,A-66 (PK 809.1 a 810.3)
Albacete,N-301,309.3,314.0,3452.0,170.0,4.92,N-301 (PK 309.3 a 314.0)
Albacete,N-344,115.2,118.3,6625.0,2197.0,33.16,N-344 (PK 115.2 a 118.3)
León,N-6,419.3,422.8,600.0,63.0,10.5,N-6 (PK 419.3 a 422.8)
Cantabria,N-611,201.9,202.8,12749.0,457.0,3.58,N-611 (PK 201.9 a 202.8)
León,N-630,105.4,110.6,3081.0,216.0,7.01,N-630 (PK 105.4 a 110.6)
Salamanca,N-630,358.7,359.9,285.0,12.0,4.21,N-630 (PK 358.7 a 359.9)
Cáceres,N-630,523.0,528.3,878.0,67.0,7.63,N-630 (PK 523.0 a 528.3)
A Coruña,SC-20,2.5,4152,38293.0,1199.0,3.13,SC-20 (PK 2.5 a 4.152)
A Coruña,SC-20,4152,6.9,61799.0,2047.0,3.31,SC-20 (PK 4.152 a 6.9)
Cuenca,A-3,124.0,130.4,25194.0,4076.0,16.18,A-3 (PK 124.0 a 130.4)
Cuenca,A-31,12.7,18.8,13149.0,2037.0,15.49,A-31 (PK 12.7 a 18.8)
Valencia,A-33,89.2,92.0,21539.0,8185.0,38.0,A-33 (PK 89.2 a 92.0)
La Rioja,N-111,268.7,274.0,2419.0,283.0,11.7,N-111 (PK 268.7 a 274.0)
Soria,N-113,56.0,56.4,4326.0,1879.0,43.44,N-113 (PK 56.0 a 56.4)
Burgos,N-120,53277,56.2,3604.0,1374.0,38.12,N-120 (PK 53.277 a 56.2)
Burgos,N-122,251.6,259.3,5710.0,1761.0,30.84,N-122 (PK 251.6 a 259.3)
La Rioja,N-232,463.5,467963,3889.0,752.0,19.34,N-232 (PK 463.5 a 467.963)
Cáceres,N-630,515.4,523.0,723.0,56.0,7.75,N-630 (PK 515.4 a 523.0)
Cantabria,N-634,196.0,196.6,6778.0,312.0,4.6,N-634 (PK 196.0 a 196.6)
Asturias,N-634,444.5,448.2,4335.0,608.0,14.03,N-634 (PK 444.5 a 448.2)
Málaga,A-7,1047.25,1049.8,80152.0,6423.0,8.01,A-7 (PK 1047.25 a 1049.8)
Alicante/Alacant,A-77,2.9,4.4,19605.0,2858.0,14.58,A-77 (PK 2.9 a 4.4)
Asturias,A-8,345.5,352.7,21451.0,2322.0,10.82,A-8 (PK 345.5 a 352.7)
Madrid,M-31,0.0,2.3,43759.0,3407.0,7.79,M-31 (PK 0.0 a 2.3)
Zaragoza,N-122,69.5,75.2,5422.0,1446.0,26.67,N-122 (PK 69.5 a 75.2)
Castellón,N-234,60.9,63.64,2298.0,598.0,26.02,N-234 (PK 60.9 a 63.64)
Córdoba,N-331,17.0,22.2,1660.0,273.0,16.45,N-331 (PK 17.0 a 22.2)
Cádiz,N-340,70.25,74.05,12492.0,591.0,4.73,N-340 (PK 70.25 a 74.05)
Cuenca,N-400,133.7,139.1,24.0,0.0,0.0,N-400 (PK 133.7 a 139.1)
Badajoz,N-435,23.2,32.8,3723.0,316.0,8.49,N-435 (PK 23.2 a 32.8)
Huelva,N-435A,203.9,206.0,3891.0,173.0,4.45,N-435A (PK 203.9 a 206.0)
Zamora,N-6,260.15,260919,4307.0,1010.0,23.45,N-6 (PK 260.15 a 260.919)
Cantabria,N-611,208.2,208632,7865.0,414.0,5.26,N-611 (PK 208.2 a 208.632)
Almería,A-7,709.0,713.0,17406.0,4430.0,25.45,A-7 (PK 709.0 a 713.0)
Cantabria,A-67,203.9,205233,41432.0,2889.0,6.97,A-67 (PK 203.9 a 205.233)
Madrid,A-2,27.8,31.3,160564.0,18129.0,11.29,A-2 (PK 27.8 a 31.3)
Murcia,A-30,115.0,120.6,42772.0,6692.0,15.65,A-30 (PK 115.0 a 120.6)
Ourense,A-52,217.1,223.9,20962.0,3143.0,14.99,A-52 (PK 217.1 a 223.9)
Valladolid,A-6,215.7,221.9,16951.0,3784.0,22.32,A-6 (PK 215.7 a 221.9)
A Coruña,A-6,568.5,573.8,14258.0,2125.0,14.9,A-6 (PK 568.5 a 573.8)
Zamora,N-122,459.31,459.9,5201.0,1088.0,20.92,N-122 (PK 459.31 a 459.9)
Teruel,N-232,141.0,149.0,5668.0,599.0,10.57,N-232 (PK 141.0 a 149.0)
Teruel,N-232,180.7,186.83,3861.0,618.0,16.01,N-232 (PK 180.7 a 186.83)
Castellón,N-238,0.0,1.9,6693.0,1127.0,16.84,N-238 (PK 0.0 a 1.9)
Ciudad Real,N-420,161.2,164.3,595.0,25.0,4.2,N-420 (PK 161.2 a 164.3)
Ciudad Real,N-420,170.2,176.4,605.0,34.0,5.62,N-420 (PK 170.2 a 176.4)
Teruel,N-420,586.0,589.5,3294.0,353.0,10.72,N-420 (PK 586.0 a 589.5)
Córdoba,N-432,191.1,198.9,5354.0,585.0,10.93,N-432 (PK 191.1 a 198.9)
Toledo,N-502A,115.3,116.3,8065.0,1117.0,13.85,N-502A (PK 115.3 a 116.3)
Zamora,N-525,57.7,58.2,1081.0,105.0,9.71,N-525 (PK 57.7 a 58.2)
Palencia,N-610A,1.2,6.25,1853.0,98.0,5.29,N-610A (PK 1.2 a 6.25)
León,N-625,46.7,57.7,1709.0,180.0,10.53,N-625 (PK 46.7 a 57.7)
Salamanca,N-630,342.31,343.0,22113.0,728.0,3.29,N-630 (PK 342.31 a 343.0)
Asturias,N-632,109.6,112.2,5218.0,202.0,3.87,N-632 (PK 109.6 a 112.2)
Cuenca,A-3,84.5,90.6,28067.0,5405.0,19.26,A-3 (PK 84.5 a 90.6)
Cuenca,A-40,244.2,254.0,5215.0,507.0,9.72,A-40 (PK 244.2 a 254.0)
Madrid,M-40,50.4,57.6,133985.0,5569.0,4.16,M-40 (PK 50.4 a 57.6)
Zamora,N-122,506.6,508.8,4216.0,881.0,20.9,N-122 (PK 506.6 a 508.8)
Valencia,N-420,525.19,528.0,839.0,108.0,12.87,N-420 (PK 525.19 a 528.0)
Cáceres,N-521,16.3,30.8,78.0,2.0,2.56,N-521 (PK 16.3 a 30.8)
