provincia,carretera,pk_inicio,pk_fin,imd_total,imd_pesado,porcentaje_pesados,tramo
Cáceres,N-521,41.6,42747,9130.0,352.0,3.86,N-521 (PK 41.6 a 42.747)
Cáceres,N-521,42747,46.2,6844.0,352.0,5.14,N-521 (PK 42.747 a 46.2)
A Coruña,N-525,332.5,336.0,9881.0,805.0,8.15,N-525 (PK 332.5 a 336.0)
Palencia,N-611,89.7,97.3,778.0,81.0,10.41,N-611 (PK 89.7 a 97.3)
León,N-625,98.6,102.4,760.0,26.0,3.42,N-625 (PK 98.6 a 102.4)
León,N-630,115.2,119.6,5522.0,387.0,7.01,N-630 (PK 115.2 a 119.6)
Cantabria,N-634,234.0,234.6,6158.0,188.0,3.05,N-634 (PK 234.0 a 234.6)
Lugo,N-640,30.9,36.2,1407.0,142.0,10.09,N-640 (PK 30.9 a 36.2)
Lugo,N-6A,459.6,462.7,64.0,5.0,7.81,N-6A (PK 459.6 a 462.7)
Madrid,A-1,76.2,79.1,24858.0,4050.0,16.29,A-1 (PK 76.2 a 79.1)
Segovia,A-1,103.7,109.1,21492.0,3895.0,18.12,A-1 (PK 103.7 a 109.1)
Madrid,A-4,29.2,34.0,70863.0,11917.0,16.82,A-4 (PK 29.2 a 34.0)
Lugo,A-54,23.3,34.0,5902.0,766.0,12.98,A-54 (PK 23.3 a 34.0)
Granada,GR-43,8.7,12.55,9151.0,1523.0,16.64,GR-43 (PK 8.7 a 12.55)
La Rioja,N-111,262.48,268.7,1937.0,262.0,13.53,N-111 (PK 262.48 a 268.7)
Teruel,N-211,121.9,129.9,1026.0,164.0,15.98,N-211 (PK 121.9 a 129.9)
Huesca,N-230,56.6,61.8,4009.0,580.0,14.47,N-230 (PK 56.6 a 61.8)
Castellón,N-232,15.9,20.0,5257.0,366.0,6.96,N-232 (PK 15.9 a 20.0)
Zaragoza,N-232,196.2,204.0,6096.0,787.0,12.91,N-232 (PK 196.2 a 204.0)
Zaragoza,N-234,294.2,300.9,1318.0,379.0,28.76,N-234 (PK 294.2 a 300.9)
Lleida,N-260R,0.0,0.4,5345.0,144.0,2.69,N-260R (PK 0.0 a 0.4)
Cuenca,N-3,187.1,191.9,1374.0,517.0,37.63,N-3 (PK 187.1 a 191.9)
Almería,N-340A,471.4,478.7,4083.0,1123.0,27.5,N-340A (PK 471.4 a 478.7)
Pontevedra,N-541,87.3,91106,5831.0,324.0,5.56,N-541 (PK 87.3 a 91.106)
A Coruña,N-6,555.5,562.9,1145.0,125.0,10.92,N-6 (PK 555.5 a 562.9)
Cantabria,N-611,196.7,197.6,9289.0,347.0,3.74,N-611 (PK 196.7 a 197.6)
Salamanca,N-630A,397976,398.5,164.0,11.0,6.71,N-630A (PK 397.976 a 398.5)
Valencia,A-7,398.2,400.2,17215.0,3018.0,17.53,A-7 (PK 398.2 a 400.2)
Segovia,A-1,130.0,133.5,20531.0,3226.0,15.71,A-1 (PK 130.0 a 133.5)
Guadalajara,A-2,131.6,134.3,21726.0,7126.0,32.8,A-2 (PK 131.6 a 134.3)
Sevilla,A-4,552.7,558.5,47890.0,4843.0,10.11,A-4 (PK 552.7 a 558.5)
Valladolid,A-62,113.1,117.1,27658.0,5474.0,19.79,A-62 (PK 113.1 a 117.1)
Alicante/Alacant,A-70,0.0,5.0,40241.0,2879.0,7.15,A-70 (PK 0.0 a 5.0)
Asturias,A-8,454.8,460.1,16311.0,2079.0,12.75,A-8 (PK 454.8 a 460.1)
Madrid,M-40,18.1,20.8,150090.0,7166.0,4.77,M-40 (PK 18.1 a 20.8)
Palencia,N-120,214.3,223.2,207.0,24.0,11.59,N-120 (PK 214.3 a 223.2)
La Rioja,N-232,420.7,426.6,6704.0,504.0,7.52,N-232 (PK 420.7 a 426.6)
Ourense,N-525,145.0,148.3,377.0,25.0,6.63,N-525 (PK 145.0 a 148.3)
Asturias,N-634,543.1,546.8,3259.0,199.0,6.11,N-634 (PK 543.1 a 546.8)
Lugo,N-642,26.95,30.4,11640.0,684.0,5.88,N-642 (PK 26.95 a 30.4)
Cuenca,A-31,18.8,29.8,13149.0,2037.0,15.49,A-31 (PK 18.8 a 29.8)
Cuenca,A-40,262.7,270.0,4536.0,408.0,8.99,A-40 (PK 262.7 a 270.0)
Badajoz,A-5,309.7,316.1,8763.0,1778.0,20.29,A-5 (PK 309.7 a 316.1)
Girona,N-2,710.9,714.5,11155.0,628.0,5.63,N-2 (PK 710.9 a 714.5)
Cuenca,N-320,144.1,147.9,4185.0,380.0,9.08,N-320 (PK 144.1 a 147.9)
Jaén,N-322,207.4,214.5,4540.0,584.0,12.86,N-322 (PK 207.4 a 214.5)
Valencia,N-332,204.64,206.8,10475.0,1004.0,9.58,N-332 (PK 204.64 a 206.8)
Cuenca,N-420,386.1,394.0,1379.0,239.0,17.33,N-420 (PK 386.1 a 394.0)
Badajoz,N-430,166.6,182.1,1539.0,667.0,43.34,N-430 (PK 166.6 a 182.1)
Sevilla,N-433,54.2,58.5,2858.0,289.0,10.11,N-433 (PK 54.2 a 58.5)
Sevilla,N-4A,508.25,512.6,2707.0,171.0,6.32,N-4A (PK 508.25 a 512.6)
Ourense,N-525,174.0,177.3,2931.0,160.0,5.46,N-525 (PK 174.0 a 177.3)
Sevilla,SE-40,7.2,13.3,37957.0,5995.0,15.79,SE-40 (PK 7.2 a 13.3)
Córdoba,A-4,397.8,403.2,57552.0,7170.0,12.46,A-4 (PK 397.8 a 403.2)
Lugo,A-6,522.9,528.8,19789.0,3701.0,18.7,A-6 (PK 522.9 a 528.8)
Zamora,A-66,275.9,276.6,7980.0,1009.0,12.64,A-66 (PK 275.9 a 276.6)
Ávila,N-501,34.2,41.0,569.0,42.0,7.38,N-501 (PK 34.2 a 41.0)
Toledo,N-502,92.7,103.3,3322.0,246.0,7.41,N-502 (PK 92.7 a 103.3)
Cáceres,N-630,546.4,553.0,16047.0,905.0,5.64,N-630 (PK 546.4 a 553.0)
Asturias,N-632A,159.29,161.33,369.0,18.0,4.88,N-632A (PK 159.29 a 161.33)
A Coruña,N-651,22.0,26.0,9404.0,301.0,3.2,N-651 (PK 22.0 a 26.0)
Valencia,A-7,358293,361.3,81206.0,14726.0,18.13,A-7 (PK 358.293 a 361.3)
Valencia,A-7,355.6,358293,87156.0,16270.0,18.67,A-7 (PK 355.6 a 358.293)
Almería,A-7,786.3,790.8,48839.0,5111.0,10.46,A-7 (PK 786.3 a 790.8)
Madrid,A-1,57.1,60.1,30223.0,4654.0,15.4,A-1 (PK 57.1 a 60.1)
Albacete,A-31,79.9,87.9,18247.0,1981.0,10.86,A-31 (PK 79.9 a 87.9)
Jaén,A-32,39.0,42.5,6575.0,541.0,8.23,A-32 (PK 39.0 a 42.5)
Badajoz,A-5,381.0,394.2,20867.0,3525.0,16.89,A-5 (PK 381.0 a 394.2)
León,A-6,339.0,347.5,14284.0,3296.0,23.07,A-6 (PK 339.0 a 347.5)
Alicante/Alacant,A-70,21.5,25.7,78977.0,6018.0,7.62,A-70 (PK 21.5 a 25.7)
Lugo,A-8,542.0,551.4,9010.0,1423.0,15.79,A-8 (PK 542.0 a 551.4)
Cádiz,CA-33,7.41,13.24,50778.0,2062.0,4.06,CA-33 (PK 7.41 a 13.24)
Alicante/Alacant,N-332,95.81,97.85,31990.0,953.0,2.98,N-332 (PK 95.81 a 97.85)
Teruel,N-420,759.7,764.9,1586.0,220.0,13.87,N-420 (PK 759.7 a 764.9)
Granada,N-432,407.0,410.0,8154.0,1452.0,17.81,N-432 (PK 407.0 a 410.0)
Burgos,N-620A,6.5,12.15,1944.0,512.0,26.34,N-620A (PK 6.5 a 12.15)
León,N-625,20.2,29.5,3193.0,335.0,10.49,N-625 (PK 20.2 a 29.5)
Zamora,N-630,204.2,205.3,2406.0,321.0,13.34,N-630 (PK 204.2 a 205.3)
Badajoz,N-630,702.7,715.9,1866.0,125.0,6.7,N-630 (PK 702.7 a 715.9)
Asturias,N-634,515.4,517.3,3395.0,286.0,8.42,N-634 (PK 515.4 a 517.3)
Valencia,A-7,361.3,366.4,87156.0,16270.0,18.67,A-7 (PK 361.3 a 366.4)
Murcia,A-7,569.45,575.4,77141.0,9621.0,12.47,A-7 (PK 569.45 a 575.4)
Albacete,A-31,39.9,50.5,29269.0,4915.0,16.79,A-31 (PK 39.9 a 50.5)
Sevilla,A-66,782.1,789.3,26589.0,4169.0,15.68,A-66 (PK 782.1 a 789.3)
Guadalajara,N-204,47.4,52.0,2093.0,179.0,8.55,N-204 (PK 47.4 a 52.0)
Valencia,N-330,153.3,157.7,1411.0,109.0,7.73,N-330 (PK 153.3 a 157.7)
Tarragona,N-420A,830.2,830.91,5902.0,254.0,4.3,N-420A (PK 830.2 a 830.91)
Ciudad Real,N-430,289.2,294.7,2972.0,633.0,21.3,N-430 (PK 289.2 a 294.7)
León,N-630,99.1,105.4,3081.0,216.0,7.01,N-630 (PK 99.1 a 105.4)
León,N-630,186.9,197.5,1351.0,271.0,20.06,N-630 (PK 186.9 a 197.5)
Cantabria,N-634,193.1,193.7,6778.0,312.0,4.6,N-634 (PK 193.1 a 193.7)
Madrid,A-6,30.0,36.9,104900.0,16025.0,15.28,A-6 (PK 30.0 a 36.9)
Teruel,N-211,183.5,189.9,1674.0,432.0,25.81,N-211 (PK 183.5 a 189.9)
Castellón,N-234,17.78,19.5,202.0,52.0,25.74,N-234 (PK 17.78 a 19.5)
Cuenca,N-320,165.7,172.2,1223.0,215.0,17.58,N-320 (PK 165.7 a 172.2)
Guadalajara,N-320,224.0,227.1,3469.0,320.0,9.22,N-320 (PK 224.0 a 227.1)
Córdoba,N-502,385.0,391.0,4868.0,501.0,10.29,N-502 (PK 385.0 a 391.0)
Pontevedra,N-541,56.6,59.9,2008.0,206.0,10.26,N-541 (PK 56.6 a 59.9)
Zamora,N-630,295.2,295.8,268.0,41.0,15.3,N-630 (PK 295.2 a 295.8)
Zaragoza,Z-40,19.8,27.6,49160.0,2983.0,6.07,Z-40 (PK 19.8 a 27.6)
Alicante/Alacant,A-31,217.9,220.6,61529.0,8308.0,13.5,A-31 (PK 217.9 a 220.6)
Asturias,A-63,18.9,23.7,7611.0,522.0,6.86,A-63 (PK 18.9 a 23.7)
Huesca,N-123,14.6,20.7,4588.0,453.0,9.87,N-123 (PK 14.6 a 20.7)
Toledo,N-301,124.6,131.3,3224.0,1226.0,38.03,N-301 (PK 124.6 a 131.3)
Valencia,N-322,437.2,441.2,1973.0,333.0,16.88,N-322 (PK 437.2 a 441.2)
Alicante/Alacant,N-340,726.1,726.9,15543.0,707.0,4.55,N-340 (PK 726.1 a 726.9)
Cádiz,N-349,0.9,3.22,16775.0,2015.0,12.01,N-349 (PK 0.9 a 3.22)
Toledo,N-400,63843,69.0,284.0,32.0,11.27,N-400 (PK 63.843 a 69.0)
Ciudad Real,N-420,165.2,170.2,1540.0,198.0,12.86,N-420 (PK 165.2 a 170.2)
Huelva,N-431,127.7,130.4,8834.0,462.0,5.23,N-431 (PK 127.7 a 130.4)
Toledo,N-502A,109758,114.6,8735.0,588.0,6.73,N-502A (PK 109.758 a 114.6)
Segovia,N-6,66.7,75.7,7580.0,1002.0,13.22,N-6 (PK 66.7 a 75.7)
Valladolid,N-6,202.0,203.3,257.0,73.0,28.4,N-6 (PK 202.0 a 203.3)
Cáceres,N-630,556.5,563.6,2725.0,159.0,5.83,N-630 (PK 556.5 a 563.6)
Huesca,A-22,43.7,47.8,9803.0,1888.0,19.26,A-22 (PK 43.7 a 47.8)
Albacete,A-31,110.9,123.4,16886.0,2756.0,16.32,A-31 (PK 110.9 a 123.4)
Ciudad Real,A-4,220.1,230.4,26242.0,6128.0,23.35,A-4 (PK 220.1 a 230.4)
Jaén,A-4,328.8,334.7,16658.0,5203.0,31.23,A-4 (PK 328.8 a 334.7)
Córdoba,A-4,410.4,416.9,25389.0,4758.0,18.74,A-4 (PK 410.4 a 416.9)
Ourense,A-52,210.3,217.1,20962.0,3143.0,14.99,A-52 (PK 210.3 a 217.1)
Lugo,A-6,500171,506.9,25909.0,3434.0,13.25,A-6 (PK 500.171 a 506.9)
Lugo,A-6,497.0,500171,16637.0,2990.0,17.97,A-6 (PK 497.0 a 500.171)
Alicante/Alacant,A-70,13.3,15.5,87576.0,5399.0,6.16,A-70 (PK 13.3 a 15.5)
Ávila,N-110,297.6,301.1,3716.0,283.0,7.62,N-110 (PK 297.6 a 301.1)
Soria,N-122,237.3,238.1,148.0,45.0,30.41,N-122 (PK 237.3 a 238.1)
Valencia,N-225,2.3,4.1,6130.0,890.0,14.52,N-225 (PK 2.3 a 4.1)
Huesca,N-240,186.0,193.0,519.0,32.0,6.17,N-240 (PK 186.0 a 193.0)
Guadalajara,N-320,214.8,219.6,2660.0,245.0,9.21,N-320 (PK 214.8 a 219.6)
Madrid,N-320,317.0,323.6,3394.0,257.0,7.57,N-320 (PK 317.0 a 323.6)
Huesca,N-330,646.4,651.6,3697.0,401.0,10.85,N-330 (PK 646.4 a 651.6)
Cádiz,N-340,127.2,130.9,1363.0,73.0,5.36,N-340 (PK 127.2 a 130.9)
Toledo,N-401,120.9,131.5,2981.0,363.0,12.18,N-401 (PK 120.9 a 131.5)
Badajoz,N-435,35.7,45.4,2867.0,320.0,11.16,N-435 (PK 35.7 a 45.4)
Ávila,N-502,6149,12.4,3728.0,207.0,5.55,N-502 (PK 6.149 a 12.4)
Ávila,N-502,59.9,62.7,1761.0,97.0,5.51,N-502 (PK 59.9 a 62.7)
Ciudad Real,N-502,310.7,311.6,613.0,40.0,6.53,N-502 (PK 310.7 a 311.6)
Ourense,N-532,11.9,14.82,2377.0,78.0,3.28,N-532 (PK 11.9 a 14.82)
Lugo,N-540,42.7,46.4,4330.0,425.0,9.82,N-540 (PK 42.7 a 46.4)
Ourense,N-541,13.6,16.7,2248.0,195.0,8.67,N-541 (PK 13.6 a 16.7)
Pontevedra,N-541,76.2,82.0,4176.0,364.0,8.72,N-541 (PK 76.2 a 82.0)
Pontevedra,N-550,109.5,115.2,8765.0,519.0,5.92,N-550 (PK 109.5 a 115.2)
Burgos,N-622,57.2,62.8,1332.0,246.0,18.47,N-622 (PK 57.2 a 62.8)
Valencia,A-7,380.7,382.6,58181.0,12456.0,21.41,A-7 (PK 380.7 a 382.6)
Segovia,A-1,109.1,115.4,21492.0,3895.0,18.12,A-1 (PK 109.1 a 115.4)
Madrid,A-2,5.9,10.1,125529.0,5888.0,4.69,A-2 (PK 5.9 a 10.1)
Teruel,A-23,62.7,70.1,14141.0,3755.0,26.55,A-23 (PK 62.7 a 70.1)
Jaén,A-32,42.5,62.75,5654.0,432.0,7.64,A-32 (PK 42.5 a 62.75)
Jaén,A-44,2.4,12.1,22766.0,3934.0,17.28,A-44 (PK 2.4 a 12.1)
Alicante/Alacant,EL-20,1.2,2.9,28472.0,1677.0,5.89,EL-20 (PK 1.2 a 2.9)
Ávila,N-110,328.9,335.8,1930.0,102.0,5.28,N-110 (PK 328.9 a 335.8)
Lleida,N-2,504.0,504.84,4306.0,116.0,2.69,N-2 (PK 504.0 a 504.84)
Teruel,N-211,129.9,132.0,1026.0,164.0,15.98,N-211 (PK 129.9 a 132.0)
Zaragoza,N-240,317.0,325.2,189.0,17.0,8.99,N-240 (PK 317.0 a 325.2)
Toledo,N-401,90.4,95.8,3460.0,605.0,17.49,N-401 (PK 90.4 a 95.8)
Ávila,N-502,78.4,83.3,2552.0,162.0,6.35,N-502 (PK 78.4 a 83.3)
León,N-601,279.3,285697,2710.0,487.0,17.97,N-601 (PK 279.3 a 285.697)
León,N-601,285697,288.2,2478.0,426.0,17.19,N-601 (PK 285.697 a 288.2)
Teruel,A-23,144.0,150.5,12663.0,3578.0,28.26,A-23 (PK 144.0 a 150.5)
Ciudad Real,A-4,213.3,220.1,27035.0,8562.0,31.67,A-4 (PK 213.3 a 220.1)
Ciudad Real,A-41,159.7,163.4,10448.0,658.0,6.3,A-41 (PK 159.7 a 163.4)
La Rioja,N-232,351.4,360.6,9116.0,1077.0,11.81,N-232 (PK 351.4 a 360.6)
Girona,N-260,37.55,40.3,10904.0,290.0,2.66,N-260 (PK 37.55 a 40.3)
Valencia,N-330,199.6,202.8,2568.0,200.0,7.79,N-330 (PK 199.6 a 202.8)
Sevilla,N-630,790.56,794.8,1400.0,68.0,4.86,N-630 (PK 790.56 a 794.8)
Tarragona,A-7,1151.6,1152.6,37067.0,1887.0,5.09,A-7 (PK 1151.6 a 1152.6)
Madrid,A-1,68.7,71.8,24858.0,4050.0,16.29,A-1 (PK 68.7 a 71.8)
Albacete,A-31,87.9,91.2,18247.0,1981.0,10.86,A-31 (PK 87.9 a 91.2)
Murcia,A-33,5.4,13.4,14327.0,4029.0,28.12,A-33 (PK 5.4 a 13.4)
Ciudad Real,A-4,136.5,144.4,22408.0,5144.0,22.96,A-4 (PK 136.5 a 144.4)
Sevilla,A-49,16.2,22.9,43808.0,4717.0,10.77,A-49 (PK 16.2 a 22.9)
Palencia,A-67,54.8,70.5,9351.0,1104.0,11.81,A-67 (PK 54.8 a 70.5)
Alicante/Alacant,A-70,18333,21.3,91019.0,5456.0,5.99,A-70 (PK 18.333 a 21.3)
Alicante/Alacant,A-70,17.0,18333,53939.0,3306.0,6.13,A-70 (PK 17.0 a 18.333)
Almería,A-92,375465,382.6,12720.0,2300.0,18.08,A-92 (PK 375.465 a 382.6)
Guadalajara,N-211,33.8,43.0,2653.0,483.0,18.21,N-211 (PK 33.8 a 43.0)
Ciudad Real,N-430,414.8,419.4,776.0,69.0,8.89,N-430 (PK 414.8 a 419.4)
Córdoba,N-502,381.0,385.0,4615.0,555.0,12.03,N-502 (PK 381.0 a 385.0)
Cáceres,N-521,97.4,108.2,1354.0,165.0,12.19,N-521 (PK 97.4 a 108.2)
Zamora,N-525,94.0,94.9,373.0,37.0,9.92,N-525 (PK 94.0 a 94.9)
A Coruña,N-550,36.9,43.1,10763.0,1073.0,9.97,N-550 (PK 36.9 a 43.1)
Palencia,N-611,42.2,51.9,655.0,164.0,25.04,N-611 (PK 42.2 a 51.9)
Salamanca,N-630,320.1,321.0,2547.0,100.0,3.93,N-630 (PK 320.1 a 321.0)
A Coruña,N-634,696.3,701.9,4725.0,1180.0,24.97,N-634 (PK 696.3 a 701.9)
Zaragoza,A-68,287.5,289543,14254.0,5904.0,41.42,A-68 (PK 287.5 a 289.543)
Zaragoza,A-68,289543,292935,14254.0,5904.0,41.42,A-68 (PK 289.543 a 292.935)
Córdoba,A-4,395.72,397.8,34332.0,5734.0,16.7,A-4 (PK 395.72 a 397.8)
Córdoba,A-4,390.8,395.72,28057.0,5573.0,19.86,A-4 (PK 390.8 a 395.72)
Madrid,A-42,17.1,19.3,90376.0,4670.0,5.17,A-42 (PK 17.1 a 19.3)
Madrid,A-5,24.4,31.2,79755.0,3963.0,4.97,A-5 (PK 24.4 a 31.2)
Cádiz,CA-34,0.0,3.1,38039.0,2103.0,5.53,CA-34 (PK 0.0 a 3.1)
Burgos,N-1,302.0,306.7,3159.0,692.0,21.91,N-1 (PK 302.0 a 306.7)
Huesca,N-123,3078,5.9,8487.0,637.0,7.51,N-123 (PK 3.078 a 5.9)
Huesca,N-123,0.0,3078,6884.0,516.0,7.5,N-123 (PK 0.0 a 3.078)
Albacete,N-301,322.7,327.78,260.0,12.0,4.62,N-301 (PK 322.7 a 327.78)
Córdoba,N-331,39.5,45.1,7603.0,536.0,7.05,N-331 (PK 39.5 a 45.1)
Tarragona,N-340A,1171435,1172.4,10213.0,834.0,8.17,N-340A (PK 1171.435 a 1172.4)
Ávila,N-502,67.5,70.0,2960.0,164.0,5.54,N-502 (PK 67.5 a 70.0)
Badajoz,N-523,50.6,64.7,4349.0,643.0,14.79,N-523 (PK 50.6 a 64.7)
Zamora,N-630,232.6,233.3,397.0,53.0,13.35,N-630 (PK 232.6 a 233.3)
Asturias,N-634,341.4,344.7,6141.0,341.0,5.55,N-634 (PK 341.4 a 344.7)
Lugo,N-634,600.6,605.95,1061.0,109.0,10.27,N-634 (PK 600.6 a 605.95)
Tarragona,A-27,1.6,2.6,40075.0,4442.0,11.08,A-27 (PK 1.6 a 2.6)
Huesca,N-230,41.6,44.5,4024.0,582.0,14.46,N-230 (PK 41.6 a 44.5)
Ciudad Real,N-310,96.1,104.3,81.0,9.0,11.11,N-310 (PK 96.1 a 104.3)
Granada,N-323,166.97,168.5,1244.0,43.0,3.46,N-323 (PK 166.97 a 168.5)
Valencia,N-330,149.5,152.3,1411.0,109.0,7.73,N-330 (PK 149.5 a 152.3)
Cuenca,N-400,139.1,145.5,76.0,3.0,3.95,N-400 (PK 139.1 a 145.5)
Córdoba,N-432A,257.7,262065,203.0,17.0,8.37,N-432A (PK 257.7 a 262.065)
Segovia,N-603,81.0,88.7,5484.0,376.0,6.86,N-603 (PK 81.0 a 88.7)
Palencia,N-611,31.3,34.5,932.0,141.0,15.13,N-611 (PK 31.3 a 34.5)
Madrid,A-3,7182,9.7,161776.0,7348.0,4.54,A-3 (PK 7.182 a 9.7)
Madrid,A-3,5.8,7182,149456.0,4447.0,2.98,A-3 (PK 5.8 a 7.182)
Pontevedra,N-120,631.1,634.1,4221.0,201.0,4.76,N-120 (PK 631.1 a 634.1)
Granada,N-323A,86.6,87.92,1336.0,131.0,9.81,N-323A (PK 86.6 a 87.92)
Ciudad Real,N-420,133.1,139.5,1814.0,261.0,14.39,N-420 (PK 133.1 a 139.5)
A Coruña,N-547,82.0,86.4,2389.0,260.0,10.88,N-547 (PK 82.0 a 86.4)
Cantabria,N-634,191.0,191.6,7276.0,392.0,5.39,N-634 (PK 191.0 a 191.6)
Soria,SO-20,7.8,8.9,9356.0,911.0,9.74,SO-20 (PK 7.8 a 8.9)
Murcia,A-7,585.0,588.01,47951.0,8563.0,17.86,A-7 (PK 585.0 a 588.01)
Murcia,A-7,588.01,591.2,47897.0,8682.0,18.13,A-7 (PK 588.01 a 591.2)
Almería,A-7,715.5,718.7,14393.0,2956.0,20.54,A-7 (PK 715.5 a 718.7)
Granada,A-44,111.4,114.9,28840.0,3647.0,12.65,A-44 (PK 111.4 a 114.9)
Toledo,A-5,130.0,142.1,22220.0,3959.0,17.82,A-5 (PK 130.0 a 142.1)
Zaragoza,N-2,364.5,373.5,1309.0,758.0,57.91,N-2 (PK 364.5 a 373.5)
Burgos,N-232,562.0,569.72,1001.0,74.0,7.39,N-232 (PK 562.0 a 569.72)
Segovia,N-6,56.98,62.4,13302.0,1759.0,13.22,N-6 (PK 56.98 a 62.4)
Valladolid,N-610,44.8,45.3,2220.0,779.0,35.09,N-610 (PK 44.8 a 45.3)
Zaragoza,A-21,65.7,72679,3294.0,221.0,6.71,A-21 (PK 65.7 a 72.679)
Valencia,A-3,339.6,345.5,67426.0,12817.0,19.01,A-3 (PK 339.6 a 345.5)
Guadalajara,N-211,82.4,91.55,1916.0,428.0,22.34,N-211 (PK 82.4 a 91.55)
La Rioja,N-232,384.1,390.8,6933.0,857.0,12.36,N-232 (PK 384.1 a 390.8)
Zaragoza,N-234,245.5,250.4,2441.0,266.0,10.9,N-234 (PK 245.5 a 250.4)
Zaragoza,N-234,250.4,255.8,3663.0,401.0,10.95,N-234 (PK 250.4 a 255.8)
Guadalajara,N-320,265.2,271.8,19068.0,1371.0,7.19,N-320 (PK 265.2 a 271.8)
Málaga,N-331,114.3,118.39,3458.0,293.0,8.47,N-331 (PK 114.3 a 118.39)
Cádiz,N-351,4.6,7.3,21997.0,1156.0,5.26,N-351 (PK 4.6 a 7.3)
Madrid,N-400,12.8,23.93,8098.0,912.0,11.26,N-400 (PK 12.8 a 23.93)
Cuenca,N-420,394.0,400.9,4344.0,283.0,6.51,N-420 (PK 394.0 a 400.9)
Teruel,N-420,754.4,759.7,1586.0,220.0,13.87,N-420 (PK 754.4 a 759.7)
Valencia,N-420A,527.0,529.25,33.0,5.0,15.15,N-420A (PK 527.0 a 529.25)
Albacete,N-430,449.0,455.8,1714.0,158.0,9.22,N-430 (PK 449.0 a 455.8)
Cáceres,N-5,216.4,226.2,69.0,4.0,5.8,N-5 (PK 216.4 a 226.2)
Toledo,N-502,138.9,146.6,2582.0,191.0,7.4,N-502 (PK 138.9 a 146.6)
Ourense,N-525,159.0,164.5,555.0,53.0,9.55,N-525 (PK 159.0 a 164.5)
Pontevedra,N-640,157.9,163.6,4115.0,578.0,14.05,N-640 (PK 157.9 a 163.6)
Salamanca,SA-11,336.1,336.83,11305.0,443.0,3.92,SA-11 (PK 336.1 a 336.83)
Valencia,A-7,372.9,376.3,64296.0,13876.0,21.58,A-7 (PK 372.9 a 376.3)
Alicante/Alacant,A-7,435.6,441.4,17117.0,1621.0,9.47,A-7 (PK 435.6 a 441.4)
Albacete,A-31,155.3,165.54,14214.0,1767.0,12.43,A-31 (PK 155.3 a 165.54)
Toledo,A-42,40.6,47.2,44427.0,4384.0,9.87,A-42 (PK 40.6 a 47.2)
Asturias,A-64,0.0,11.0,11509.0,795.0,6.91,A-64 (PK 0.0 a 11.0)
Asturias,A-8,483.1,487.5,10512.0,1689.0,16.07,A-8 (PK 483.1 a 487.5)
Ávila,N-110,239.0,246.1,4221.0,639.0,15.14,N-110 (PK 239.0 a 246.1)
Zaragoza,N-122,76.3,83.8,5422.0,1446.0,26.67,N-122 (PK 76.3 a 83.8)
Castellón,N-225,49.2,51.49,3984.0,202.0,5.07,N-225 (PK 49.2 a 51.49)
Huesca,N-260A,468.3,474.4,1622.0,52.0,3.21,N-260A (PK 468.3 a 474.4)
Murcia,N-301,363.0,368.5,842.0,118.0,14.01,N-301 (PK 363.0 a 368.5)
Murcia,N-344,44.1,49.4,196.0,18.0,9.18,N-344 (PK 44.1 a 49.4)
Murcia,N-344,49.4,55.9,196.0,18.0,9.18,N-344 (PK 49.4 a 55.9)
Cuenca,N-420,346.6,354.5,776.0,87.0,11.21,N-420 (PK 346.6 a 354.5)
Huelva,N-435,145.4,148.6,1673.0,291.0,17.39,N-435 (PK 145.4 a 148.6)
A Coruña,N-525,327.9,331.6,9881.0,805.0,8.15,N-525 (PK 327.9 a 331.6)
Lugo,N-6,470.7,474.4,2126.0,191.0,8.98,N-6 (PK 470.7 a 474.4)
Cantabria,N-634,249.2,249.9,2384.0,76.0,3.19,N-634 (PK 249.2 a 249.9)
Murcia,A-7,601.8,608.6,45288.0,9536.0,21.06,A-7 (PK 601.8 a 608.6)
Barcelona,A-2,575.5,576.2,45715.0,7089.0,15.51,A-2 (PK 575.5 a 576.2)
Ciudad Real,A-43,80.9,85.6,9442.0,3625.0,38.39,A-43 (PK 80.9 a 85.6)
Barcelona,B-20,2.7,3.5,153790.0,7890.0,5.13,B-20 (PK 2.7 a 3.5)
La Rioja,N-111,283.47,285.0,2516.0,341.0,13.55,N-111 (PK 283.47 a 285.0)
La Rioja,N-111,282.0,283.47,2419.0,283.0,11.7,N-111 (PK 282.0 a 283.47)
Tarragona,N-420,794.4,795.3,3257.0,499.0,15.32,N-420 (PK 794.4 a 795.3)
Ciudad Real,N-430,306676,308.6,14809.0,285.0,1.92,N-430 (PK 306.676 a 308.6)
Valladolid,N-6,196.4,197.5,88.0,25.0,28.41,N-6 (PK 196.4 a 197.5)
Asturias,N-632A,97.25,100.7,10110.0,417.0,4.12,N-632A (PK 97.25 a 100.7)
Valladolid,VA-30,0.0,2.6,12394.0,2277.0,18.37,VA-30 (PK 0.0 a 2.6)
Madrid,A-3,3.8,5.8,149456.0,4447.0,2.98,A-3 (PK 3.8 a 5.8)
Cuenca,A-43,161.5,171.7,7316.0,2928.0,40.02,A-43 (PK 161.5 a 171.7)
Madrid,M-40,15.4,18.1,150090.0,7166.0,4.77,M-40 (PK 15.4 a 18.1)
Soria,N-122,109.6,110.4,7159.0,740.0,10.34,N-122 (PK 109.6 a 110.4)
